agent_id,신규여부,성별,연령,자산,진입일,초기보유종목수,초기총자산,모드_disposition_strength,모드_overconfidence,모드_lottery_preference,모드_herd_sensitivity
1403,기존,여성,50대,1천만원이하,2020-03-02,4,6883344,natural,natural,natural,natural
1404,기존,남성,40대,3천만원이하,2020-03-02,10,20683807,natural,natural,natural,natural
1405,기존,남성,40대,1억원이하,2020-03-02,9,80602807,natural,natural,natural,natural
1406,신규,남성,40대,1천만원이하,2020-07-23,0,4406038,natural,natural,natural,natural
1407,신규,남성,30대,1억원초과,2020-03-26,0,243018524,natural,natural,natural,natural
1408,신규,여성,40대,1천만원이하,2020-10-16,0,6314733,natural,natural,natural,natural
1409,기존,여성,20대이하,1천만원이하,2020-03-02,2,2208550,natural,natural,natural,natural
1410,기존,여성,30대,1억원초과,2020-03-02,12,263630513,natural,natural,natural,natural
1411,기존,남성,40대,1천만원이하,2020-03-02,5,6991722,natural,natural,natural,natural
1412,기존,남성,60대이상,1천만원이하,2020-03-02,2,9561271,natural,natural,natural,natural
1413,신규,남성,20대이하,1억원이하,2020-09-25,0,64309344,natural,natural,natural,natural
1414,기존,남성,60대이상,1억원이하,2020-03-02,7,88085035,natural,natural,natural,natural
1415,기존,여성,30대,1천만원이하,2020-03-02,1,8409106,natural,natural,natural,natural
1416,신규,남성,40대,1천만원이하,2020-03-18,0,5923857,natural,natural,natural,natural
1417,신규,여성,30대,1천만원이하,2020-10-28,0,4544524,natural,natural,natural,natural
1418,기존,여성,30대,1억원이하,2020-03-02,9,37700777,natural,natural,natural,natural
1419,기존,남성,40대,1억원이하,2020-03-02,12,50781265,natural,natural,natural,natural
1420,기존,남성,30대,1천만원이하,2020-03-02,3,6660843,natural,natural,natural,natural
1421,기존,여성,50대,3천만원이하,2020-03-02,6,17799769,natural,natural,natural,natural
1422,신규,여성,30대,1천만원이하,2020-08-10,0,5321248,natural,natural,natural,natural
1423,기존,여성,60대이상,1천만원이하,2020-03-02,4,5572523,natural,natural,natural,natural
1424,기존,여성,40대,1억원이하,2020-03-02,14,62325425,natural,natural,natural,natural
1425,신규,여성,30대,1천만원이하,2020-04-08,0,6227798,natural,natural,natural,natural
1426,기존,남성,40대,3천만원이하,2020-03-02,9,21309625,natural,natural,natural,natural
1427,기존,남성,60대이상,1억원이하,2020-03-02,5,71688073,natural,natural,natural,natural
1428,기존,남성,40대,1천만원이하,2020-03-02,4,5990449,natural,natural,natural,natural
1429,신규,여성,30대,1천만원이하,2020-09-14,0,7865895,natural,natural,natural,natural
1430,신규,여성,40대,1천만원이하,2020-10-27,0,3128113,natural,natural,natural,natural
1431,기존,남성,30대,1천만원이하,2020-03-02,4,2931352,natural,natural,natural,natural
1432,신규,여성,60대이상,1천만원이하,2020-05-07,0,2963286,natural,natural,natural,natural
1433,기존,남성,20대이하,1천만원이하,2020-03-02,1,2720538,natural,natural,natural,natural
1434,기존,남성,40대,3천만원이하,2020-03-02,10,22239336,natural,natural,natural,natural
1435,기존,남성,30대,1억원이하,2020-03-02,11,90503288,natural,natural,natural,natural
1436,신규,남성,20대이하,1천만원이하,2020-03-05,0,4705519,natural,natural,natural,natural
1437,신규,남성,40대,1천만원이하,2020-03-30,0,2171415,natural,natural,natural,natural
1438,기존,여성,50대,1천만원이하,2020-03-02,2,4755529,natural,natural,natural,natural
1439,기존,남성,20대이하,1천만원이하,2020-03-02,4,5080992,natural,natural,natural,natural
1440,기존,남성,60대이상,1억원이하,2020-03-02,9,48634971,natural,natural,natural,natural
1441,신규,여성,50대,1천만원이하,2020-03-13,0,3062887,natural,natural,natural,natural
1442,기존,여성,30대,1억원초과,2020-03-02,25,266219924,natural,natural,natural,natural
1443,기존,남성,50대,1천만원이하,2020-03-02,2,9107596,natural,natural,natural,natural
1444,신규,남성,20대이하,1천만원이하,2020-08-13,0,3202857,natural,natural,natural,natural
1445,기존,남성,60대이상,1천만원이하,2020-03-02,1,2554886,natural,natural,natural,natural
1446,기존,남성,60대이상,1천만원이하,2020-03-02,3,1945019,natural,natural,natural,natural
1447,기존,남성,50대,1억원초과,2020-03-02,22,170340637,natural,natural,natural,natural
1448,기존,남성,40대,1천만원이하,2020-03-02,1,5877666,natural,natural,natural,natural
1449,신규,여성,20대이하,1천만원이하,2020-04-23,0,6626434,natural,natural,natural,natural
1450,신규,여성,50대,1천만원이하,2020-10-19,0,6322072,natural,natural,natural,natural
1451,기존,남성,50대,1억원이하,2020-03-02,7,85602677,natural,natural,natural,natural
1452,기존,남성,30대,1천만원이하,2020-03-02,4,5867781,natural,natural,natural,natural
1453,기존,여성,30대,1천만원이하,2020-03-02,3,6094395,natural,natural,natural,natural
1454,신규,여성,20대이하,1천만원이하,2020-03-31,0,2336578,natural,natural,natural,natural
1455,기존,남성,40대,1천만원이하,2020-03-02,3,5836211,natural,natural,natural,natural
1456,신규,남성,30대,1천만원이하,2020-03-05,0,6107376,natural,natural,natural,natural
1457,기존,남성,60대이상,1억원이하,2020-03-02,9,78522723,natural,natural,natural,natural
1458,기존,남성,30대,1천만원이하,2020-03-02,3,1012315,natural,natural,natural,natural
1459,신규,남성,50대,1천만원이하,2020-07-13,0,8495469,natural,natural,natural,natural
1460,기존,남성,50대,1천만원이하,2020-03-02,2,9745884,natural,natural,natural,natural
1461,기존,남성,50대,1천만원이하,2020-03-02,3,7944423,natural,natural,natural,natural
1462,신규,남성,20대이하,1천만원이하,2020-03-20,0,4901501,natural,natural,natural,natural
1463,신규,남성,40대,1천만원이하,2020-04-23,0,8226329,natural,natural,natural,natural
1464,기존,남성,30대,1억원초과,2020-03-02,16,292486522,natural,natural,natural,natural
1465,신규,남성,20대이하,1천만원이하,2020-04-02,0,7107146,natural,natural,natural,natural
1466,기존,남성,20대이하,1천만원이하,2020-03-02,3,3831478,natural,natural,natural,natural
1467,기존,남성,50대,1억원이하,2020-03-02,7,32077876,natural,natural,natural,natural
1468,기존,남성,60대이상,1천만원이하,2020-03-02,1,8546923,natural,natural,natural,natural
1469,기존,남성,30대,1천만원이하,2020-03-02,3,4724223,natural,natural,natural,natural
1470,기존,남성,60대이상,3천만원이하,2020-03-02,5,16718098,natural,natural,natural,natural
1471,기존,남성,60대이상,1천만원이하,2020-03-02,1,8551803,natural,natural,natural,natural
1472,기존,남성,60대이상,1억원이하,2020-03-02,7,75514294,natural,natural,natural,natural
1473,신규,남성,30대,1천만원이하,2020-03-26,0,3093193,natural,natural,natural,natural
1474,기존,여성,40대,1억원이하,2020-03-02,6,59156454,natural,natural,natural,natural
1475,기존,남성,60대이상,1억원이하,2020-03-02,7,66585390,natural,natural,natural,natural
1476,기존,남성,60대이상,1천만원이하,2020-03-02,3,1365129,natural,natural,natural,natural
1477,기존,여성,40대,1억원초과,2020-03-02,16,186042760,natural,natural,natural,natural
1478,기존,남성,50대,1천만원이하,2020-03-02,4,4335293,natural,natural,natural,natural
1479,기존,여성,60대이상,3천만원이하,2020-03-02,6,11018034,natural,natural,natural,natural
1480,기존,남성,50대,1천만원이하,2020-03-02,4,1760407,natural,natural,natural,natural
1481,기존,남성,60대이상,1억원이하,2020-03-02,8,48764573,natural,natural,natural,natural
1482,신규,여성,60대이상,1천만원이하,2020-09-25,0,6546709,natural,natural,natural,natural
1483,신규,여성,40대,1천만원이하,2020-10-26,0,6488666,natural,natural,natural,natural
1484,기존,남성,40대,1천만원이하,2020-03-02,3,9362330,natural,natural,natural,natural
1485,기존,남성,50대,3천만원이하,2020-03-02,8,21993099,natural,natural,natural,natural
1486,기존,남성,60대이상,1천만원이하,2020-03-02,4,3738722,natural,natural,natural,natural
1487,기존,남성,50대,1억원이하,2020-03-02,15,70160074,natural,natural,natural,natural
1488,기존,여성,60대이상,3천만원이하,2020-03-02,4,19431882,natural,natural,natural,natural
1489,기존,여성,60대이상,1천만원이하,2020-03-02,4,5563820,natural,natural,natural,natural
1490,신규,여성,20대이하,1천만원이하,2020-05-19,0,7881254,natural,natural,natural,natural
1491,신규,여성,60대이상,1천만원이하,2020-09-28,0,8985079,natural,natural,natural,natural
1492,신규,여성,20대이하,1천만원이하,2020-04-28,0,3577284,natural,natural,natural,natural
1493,기존,남성,40대,1천만원이하,2020-03-02,2,1283591,natural,natural,natural,natural
1494,기존,여성,30대,1억원이하,2020-03-02,5,33997056,natural,natural,natural,natural
1495,기존,여성,50대,1억원이하,2020-03-02,4,76695492,natural,natural,natural,natural
1496,기존,남성,60대이상,1억원이하,2020-03-02,7,93336973,natural,natural,natural,natural
1497,신규,남성,20대이하,1천만원이하,2020-10-22,0,9581085,natural,natural,natural,natural
1498,기존,여성,30대,3천만원이하,2020-03-02,9,18616775,natural,natural,natural,natural
1499,기존,여성,40대,1억원이하,2020-03-02,9,47916554,natural,natural,natural,natural
1500,기존,남성,30대,3천만원이하,2020-03-02,8,24921616,natural,natural,natural,natural
1501,기존,남성,40대,1천만원이하,2020-03-02,2,4213423,natural,natural,natural,natural
1502,기존,남성,50대,3천만원이하,2020-03-02,4,25579683,natural,natural,natural,natural
1503,기존,남성,30대,1억원초과,2020-03-02,8,217830203,natural,natural,natural,natural
1504,기존,여성,40대,3천만원이하,2020-03-02,7,20553475,natural,natural,natural,natural
1505,기존,남성,40대,3천만원이하,2020-03-02,9,26550214,natural,natural,natural,natural
1506,기존,남성,40대,1천만원이하,2020-03-02,4,7999612,natural,natural,natural,natural
1507,기존,여성,40대,1천만원이하,2020-03-02,3,4388376,natural,natural,natural,natural
1508,기존,남성,50대,1천만원이하,2020-03-02,2,8218172,natural,natural,natural,natural
1509,기존,남성,30대,1천만원이하,2020-03-02,1,6314774,natural,natural,natural,natural
1510,신규,남성,60대이상,3천만원이하,2020-08-24,0,23725239,natural,natural,natural,natural
1511,기존,여성,60대이상,1천만원이하,2020-03-02,5,4454029,natural,natural,natural,natural
1512,신규,여성,20대이하,1천만원이하,2020-03-10,0,5457252,natural,natural,natural,natural
1513,기존,여성,20대이하,1천만원이하,2020-03-02,4,3244536,natural,natural,natural,natural
1514,기존,남성,50대,1천만원이하,2020-03-02,3,6620625,natural,natural,natural,natural
1515,기존,남성,60대이상,1천만원이하,2020-03-02,3,8217159,natural,natural,natural,natural
1516,신규,남성,20대이하,1천만원이하,2020-10-08,0,4460475,natural,natural,natural,natural
1517,신규,남성,50대,1천만원이하,2020-03-31,0,5075817,natural,natural,natural,natural
1518,기존,여성,40대,1억원이하,2020-03-02,7,57864512,natural,natural,natural,natural
1519,신규,남성,40대,1천만원이하,2020-03-12,0,2559105,natural,natural,natural,natural
1520,기존,남성,40대,1천만원이하,2020-03-02,6,1709483,natural,natural,natural,natural
1521,기존,남성,40대,3천만원이하,2020-03-02,6,17313989,natural,natural,natural,natural
1522,신규,여성,50대,1천만원이하,2020-03-06,0,4932535,natural,natural,natural,natural
1523,신규,여성,30대,1천만원이하,2020-10-16,0,7320606,natural,natural,natural,natural
1524,기존,남성,30대,1천만원이하,2020-03-02,2,1074367,natural,natural,natural,natural
1525,기존,여성,20대이하,1천만원이하,2020-03-02,3,8125180,natural,natural,natural,natural
1526,기존,여성,50대,1천만원이하,2020-03-02,5,5786218,natural,natural,natural,natural
1527,신규,여성,20대이하,1천만원이하,2020-10-07,0,1974474,natural,natural,natural,natural
1528,신규,남성,60대이상,3천만원이하,2020-05-13,0,20309138,natural,natural,natural,natural
1529,신규,여성,30대,1천만원이하,2020-08-24,0,5175299,natural,natural,natural,natural
1530,신규,남성,20대이하,1천만원이하,2020-10-07,0,4410774,natural,natural,natural,natural
1531,신규,남성,40대,1천만원이하,2020-03-17,0,8553767,natural,natural,natural,natural
1532,기존,남성,40대,1천만원이하,2020-03-02,2,5898600,natural,natural,natural,natural
1533,기존,남성,40대,1억원이하,2020-03-02,10,30171420,natural,natural,natural,natural
1534,기존,남성,30대,3천만원이하,2020-03-02,9,25750919,natural,natural,natural,natural
1535,신규,여성,50대,1천만원이하,2020-10-07,0,9493590,natural,natural,natural,natural
1536,기존,남성,60대이상,1억원초과,2020-03-02,21,233217003,natural,natural,natural,natural
1537,신규,여성,30대,1천만원이하,2020-10-07,0,8679628,natural,natural,natural,natural
1538,신규,여성,20대이하,1천만원이하,2020-10-26,0,6908127,natural,natural,natural,natural
1539,기존,남성,40대,1천만원이하,2020-03-02,2,1002257,natural,natural,natural,natural
1540,기존,여성,30대,1천만원이하,2020-03-02,3,6768630,natural,natural,natural,natural
1541,신규,남성,30대,1천만원이하,2020-03-13,0,3593724,natural,natural,natural,natural
1542,기존,남성,30대,3천만원이하,2020-03-02,9,15311074,natural,natural,natural,natural
1543,신규,여성,60대이상,1천만원이하,2020-08-27,0,9169936,natural,natural,natural,natural
1544,기존,여성,50대,1억원이하,2020-03-02,9,97362177,natural,natural,natural,natural
1545,신규,남성,30대,1천만원이하,2020-08-05,0,8105794,natural,natural,natural,natural
1546,기존,남성,20대이하,3천만원이하,2020-03-02,4,25317650,natural,natural,natural,natural
1547,기존,남성,30대,1천만원이하,2020-03-02,3,7594090,natural,natural,natural,natural
1548,기존,여성,40대,1억원이하,2020-03-02,4,71753315,natural,natural,natural,natural
1549,기존,여성,30대,1천만원이하,2020-03-02,2,4862569,natural,natural,natural,natural
1550,기존,여성,60대이상,3천만원이하,2020-03-02,10,11477733,natural,natural,natural,natural
1551,기존,남성,30대,3천만원이하,2020-03-02,10,15838078,natural,natural,natural,natural
1552,신규,남성,40대,1천만원이하,2020-10-16,0,8660568,natural,natural,natural,natural
1553,기존,여성,30대,1천만원이하,2020-03-02,2,5738002,natural,natural,natural,natural
1554,기존,남성,40대,1억원이하,2020-03-02,11,30587237,natural,natural,natural,natural
1555,기존,여성,30대,1천만원이하,2020-03-02,3,9691876,natural,natural,natural,natural
1556,기존,남성,40대,3천만원이하,2020-03-02,7,29571281,natural,natural,natural,natural
1557,기존,남성,40대,1억원이하,2020-03-02,9,83165106,natural,natural,natural,natural
1558,기존,남성,30대,1천만원이하,2020-03-02,2,6397972,natural,natural,natural,natural
1559,기존,남성,50대,1억원이하,2020-03-02,7,89252910,natural,natural,natural,natural
1560,기존,남성,50대,1천만원이하,2020-03-02,2,4473919,natural,natural,natural,natural
1561,신규,여성,60대이상,1천만원이하,2020-05-15,0,4803865,natural,natural,natural,natural
1562,기존,남성,60대이상,1천만원이하,2020-03-02,4,6571042,natural,natural,natural,natural
1563,기존,남성,40대,1억원이하,2020-03-02,9,54445100,natural,natural,natural,natural
1564,기존,남성,40대,1억원이하,2020-03-02,11,88845340,natural,natural,natural,natural
1565,기존,남성,50대,1천만원이하,2020-03-02,2,5773946,natural,natural,natural,natural
1566,기존,여성,40대,1천만원이하,2020-03-02,3,8256130,natural,natural,natural,natural
1567,기존,여성,50대,1천만원이하,2020-03-02,5,7334088,natural,natural,natural,natural
1568,기존,남성,40대,1천만원이하,2020-03-02,2,3928468,natural,natural,natural,natural
1569,기존,남성,40대,1천만원이하,2020-03-02,3,6742224,natural,natural,natural,natural
1570,기존,남성,50대,1억원초과,2020-03-02,18,242187332,natural,natural,natural,natural
1571,신규,여성,20대이하,1천만원이하,2020-10-05,0,1998523,natural,natural,natural,natural
1572,기존,남성,30대,1억원이하,2020-03-02,13,34236135,natural,natural,natural,natural
1573,기존,남성,50대,1천만원이하,2020-03-02,2,7715092,natural,natural,natural,natural
1574,기존,남성,50대,3천만원이하,2020-03-02,5,14212295,natural,natural,natural,natural
1575,기존,여성,40대,3천만원이하,2020-03-02,4,24908780,natural,natural,natural,natural
1576,기존,남성,60대이상,1천만원이하,2020-03-02,4,8913072,natural,natural,natural,natural
1577,기존,남성,40대,1천만원이하,2020-03-02,3,8730834,natural,natural,natural,natural
1578,신규,여성,20대이하,1천만원이하,2020-10-21,0,5603647,natural,natural,natural,natural
1579,기존,남성,30대,3천만원이하,2020-03-02,3,18850413,natural,natural,natural,natural
1580,기존,남성,50대,1억원이하,2020-03-02,10,89319155,natural,natural,natural,natural
1581,기존,여성,40대,1천만원이하,2020-03-02,1,7284580,natural,natural,natural,natural
1582,신규,여성,30대,1천만원이하,2020-05-08,0,9514913,natural,natural,natural,natural
1583,기존,여성,20대이하,1천만원이하,2020-03-02,2,2765852,natural,natural,natural,natural
1584,기존,남성,50대,1억원초과,2020-03-02,18,113411384,natural,natural,natural,natural
1585,신규,남성,40대,1천만원이하,2020-08-07,0,9455192,natural,natural,natural,natural
1586,기존,여성,60대이상,1억원이하,2020-03-02,8,44050106,natural,natural,natural,natural
1587,기존,남성,50대,3천만원이하,2020-03-02,8,14783870,natural,natural,natural,natural
1588,기존,남성,40대,1천만원이하,2020-03-02,2,8193207,natural,natural,natural,natural
1589,기존,여성,40대,3천만원이하,2020-03-02,6,20621909,natural,natural,natural,natural
1590,신규,남성,30대,3천만원이하,2020-10-21,0,20506803,natural,natural,natural,natural
1591,기존,남성,60대이상,1억원이하,2020-03-02,11,86670405,natural,natural,natural,natural
1592,기존,남성,30대,3천만원이하,2020-03-02,13,23965846,natural,natural,natural,natural
1593,기존,여성,40대,3천만원이하,2020-03-02,5,25844888,natural,natural,natural,natural
1594,기존,여성,20대이하,1천만원이하,2020-03-02,2,5065162,natural,natural,natural,natural
1595,신규,여성,50대,1천만원이하,2020-03-10,0,3992144,natural,natural,natural,natural
1596,기존,남성,30대,1억원이하,2020-03-02,12,59547497,natural,natural,natural,natural
1597,신규,여성,20대이하,1천만원이하,2020-10-28,0,7065568,natural,natural,natural,natural
1598,기존,남성,50대,1천만원이하,2020-03-02,3,6408104,natural,natural,natural,natural
1599,신규,남성,20대이하,1천만원이하,2020-04-24,0,6972886,natural,natural,natural,natural
1600,기존,여성,30대,1천만원이하,2020-03-02,6,8766194,natural,natural,natural,natural
1601,신규,여성,30대,1천만원이하,2020-07-08,0,3125718,natural,natural,natural,natural
1602,신규,남성,30대,1천만원이하,2020-04-16,0,3419949,natural,natural,natural,natural
1603,기존,남성,50대,1억원초과,2020-03-02,17,144058448,natural,natural,natural,natural
1604,기존,여성,30대,1억원초과,2020-03-02,15,114684090,natural,natural,natural,natural
1605,기존,남성,60대이상,3천만원이하,2020-03-02,8,16586879,natural,natural,natural,natural
1606,신규,여성,30대,1천만원이하,2020-10-14,0,5723468,natural,natural,natural,natural
1607,기존,남성,40대,1억원초과,2020-03-02,20,262213105,natural,natural,natural,natural
1608,신규,여성,20대이하,1천만원이하,2020-08-14,0,8032584,natural,natural,natural,natural
1609,신규,남성,50대,1천만원이하,2020-10-12,0,5952048,natural,natural,natural,natural
1610,기존,남성,30대,1억원초과,2020-03-02,18,119143152,natural,natural,natural,natural
1611,기존,남성,30대,1억원이하,2020-03-02,8,92358880,natural,natural,natural,natural
1612,기존,남성,50대,1억원이하,2020-03-02,9,59679215,natural,natural,natural,natural
1613,기존,여성,30대,1억원이하,2020-03-02,12,84082341,natural,natural,natural,natural
1614,신규,남성,30대,1천만원이하,2020-03-19,0,7344200,natural,natural,natural,natural
1615,신규,여성,40대,1천만원이하,2020-10-20,0,6679950,natural,natural,natural,natural
1616,신규,남성,20대이하,1천만원이하,2020-10-15,0,7302034,natural,natural,natural,natural
1617,기존,남성,30대,3천만원이하,2020-03-02,5,16598688,natural,natural,natural,natural
1618,기존,남성,40대,1천만원이하,2020-03-02,4,3204214,natural,natural,natural,natural
1619,신규,남성,40대,1천만원이하,2020-10-06,0,6144054,natural,natural,natural,natural
1620,신규,남성,40대,1천만원이하,2020-04-01,0,4315658,natural,natural,natural,natural
1621,신규,남성,40대,1천만원이하,2020-04-09,0,5619500,natural,natural,natural,natural
1622,기존,여성,50대,3천만원이하,2020-03-02,6,29617938,natural,natural,natural,natural
1623,신규,여성,30대,1천만원이하,2020-07-03,0,3732847,natural,natural,natural,natural
1624,기존,여성,50대,1억원이하,2020-03-02,9,60561522,natural,natural,natural,natural
1625,기존,남성,50대,1천만원이하,2020-03-02,1,5702729,natural,natural,natural,natural
1626,기존,남성,40대,3천만원이하,2020-03-02,10,27666561,natural,natural,natural,natural
1627,신규,여성,40대,1천만원이하,2020-03-16,0,2497228,natural,natural,natural,natural
1628,신규,여성,50대,1억원초과,2020-10-27,0,168389963,natural,natural,natural,natural
1629,기존,남성,30대,1천만원이하,2020-03-02,3,8740266,natural,natural,natural,natural
1630,기존,여성,40대,3천만원이하,2020-03-02,7,12632329,natural,natural,natural,natural
1631,기존,여성,30대,1천만원이하,2020-03-02,1,7394840,natural,natural,natural,natural
1632,기존,남성,40대,3천만원이하,2020-03-02,3,26150219,natural,natural,natural,natural
1633,기존,남성,40대,1억원이하,2020-03-02,13,56642520,natural,natural,natural,natural
1634,기존,남성,60대이상,1천만원이하,2020-03-02,2,5881441,natural,natural,natural,natural
1635,기존,여성,20대이하,1천만원이하,2020-03-02,5,6959633,natural,natural,natural,natural
1636,기존,여성,30대,3천만원이하,2020-03-02,4,20682045,natural,natural,natural,natural
1637,기존,남성,40대,1천만원이하,2020-03-02,1,2287471,natural,natural,natural,natural
1638,기존,남성,50대,3천만원이하,2020-03-02,8,15326442,natural,natural,natural,natural
1639,기존,남성,50대,1억원초과,2020-03-02,23,109830867,natural,natural,natural,natural
1640,기존,남성,40대,3천만원이하,2020-03-02,4,16419357,natural,natural,natural,natural
1641,기존,여성,40대,1천만원이하,2020-03-02,3,6541480,natural,natural,natural,natural
1642,신규,남성,30대,1천만원이하,2020-06-05,0,5028733,natural,natural,natural,natural
1643,기존,남성,50대,1억원이하,2020-03-02,13,42600442,natural,natural,natural,natural
1644,기존,여성,40대,3천만원이하,2020-03-02,4,27734194,natural,natural,natural,natural
1645,기존,남성,40대,1천만원이하,2020-03-02,2,8767321,natural,natural,natural,natural
1646,신규,여성,40대,1천만원이하,2020-10-27,0,5885399,natural,natural,natural,natural
1647,기존,남성,30대,1억원이하,2020-03-02,10,49046719,natural,natural,natural,natural
1648,기존,남성,60대이상,1억원초과,2020-03-02,14,279499828,natural,natural,natural,natural
1649,신규,남성,40대,1천만원이하,2020-03-26,0,2765869,natural,natural,natural,natural
1650,기존,여성,60대이상,1억원초과,2020-03-02,13,237867940,natural,natural,natural,natural
1651,기존,남성,40대,1억원초과,2020-03-02,17,173482956,natural,natural,natural,natural
1652,신규,여성,20대이하,1천만원이하,2020-09-29,0,8228831,natural,natural,natural,natural
1653,기존,남성,30대,1천만원이하,2020-03-02,1,4095475,natural,natural,natural,natural
1654,기존,여성,50대,3천만원이하,2020-03-02,6,14647636,natural,natural,natural,natural
1655,기존,남성,40대,1천만원이하,2020-03-02,3,7033899,natural,natural,natural,natural
1656,신규,여성,50대,1천만원이하,2020-10-14,0,4478644,natural,natural,natural,natural
1657,기존,남성,40대,1억원이하,2020-03-02,9,49568586,natural,natural,natural,natural
1658,기존,남성,30대,1천만원이하,2020-03-02,1,6413451,natural,natural,natural,natural
1659,기존,남성,20대이하,1천만원이하,2020-03-02,5,6717948,natural,natural,natural,natural
1660,신규,남성,20대이하,1억원이하,2020-09-28,0,77253939,natural,natural,natural,natural
1661,기존,여성,30대,1천만원이하,2020-03-02,5,8859144,natural,natural,natural,natural
1662,기존,남성,40대,1억원이하,2020-03-02,7,44662675,natural,natural,natural,natural
1663,신규,여성,40대,1억원초과,2020-06-15,0,296377121,natural,natural,natural,natural
1664,기존,남성,40대,1천만원이하,2020-03-02,2,4012713,natural,natural,natural,natural
1665,기존,여성,50대,1천만원이하,2020-03-02,4,4054493,natural,natural,natural,natural
1666,기존,남성,40대,1천만원이하,2020-03-02,3,4979392,natural,natural,natural,natural
1667,기존,여성,40대,1억원초과,2020-03-02,16,242519321,natural,natural,natural,natural
1668,기존,남성,40대,1천만원이하,2020-03-02,3,9819002,natural,natural,natural,natural
1669,신규,여성,20대이하,1천만원이하,2020-03-06,0,2349655,natural,natural,natural,natural
1670,기존,남성,50대,1억원이하,2020-03-02,6,35043236,natural,natural,natural,natural
1671,기존,남성,50대,1억원초과,2020-03-02,15,221138240,natural,natural,natural,natural
1672,신규,여성,30대,1천만원이하,2020-06-22,0,2811081,natural,natural,natural,natural
1673,기존,여성,30대,1억원이하,2020-03-02,7,65475695,natural,natural,natural,natural
1674,기존,여성,30대,1천만원이하,2020-03-02,5,9527060,natural,natural,natural,natural
1675,신규,남성,30대,1천만원이하,2020-05-28,0,2595591,natural,natural,natural,natural
1676,신규,여성,20대이하,1천만원이하,2020-10-26,0,2187208,natural,natural,natural,natural
1677,기존,남성,20대이하,1억원이하,2020-03-02,6,70496339,natural,natural,natural,natural
1678,기존,남성,40대,3천만원이하,2020-03-02,11,25978923,natural,natural,natural,natural
1679,기존,여성,40대,1천만원이하,2020-03-02,5,6288408,natural,natural,natural,natural
1680,기존,남성,50대,1억원초과,2020-03-02,13,279683527,natural,natural,natural,natural
1681,기존,남성,50대,1억원초과,2020-03-02,15,196294532,natural,natural,natural,natural
1682,기존,남성,30대,3천만원이하,2020-03-02,8,19478282,natural,natural,natural,natural
1683,기존,남성,60대이상,3천만원이하,2020-03-02,11,14399548,natural,natural,natural,natural
1684,기존,남성,30대,3천만원이하,2020-03-02,4,23806863,natural,natural,natural,natural
1685,기존,남성,40대,1천만원이하,2020-03-02,4,9328252,natural,natural,natural,natural
1686,기존,여성,60대이상,1천만원이하,2020-03-02,4,5464064,natural,natural,natural,natural
1687,신규,남성,20대이하,1천만원이하,2020-10-28,0,9388964,natural,natural,natural,natural
1688,기존,남성,40대,3천만원이하,2020-03-02,4,24143137,natural,natural,natural,natural
1689,기존,남성,20대이하,3천만원이하,2020-03-02,4,23347871,natural,natural,natural,natural
1690,신규,남성,40대,1천만원이하,2020-10-27,0,6826034,natural,natural,natural,natural
1691,기존,남성,40대,1천만원이하,2020-03-02,5,7154227,natural,natural,natural,natural
1692,신규,남성,50대,1천만원이하,2020-10-29,0,9657997,natural,natural,natural,natural
1693,신규,남성,50대,1천만원이하,2020-03-25,0,9998418,natural,natural,natural,natural
1694,신규,남성,30대,1천만원이하,2020-03-10,0,6563004,natural,natural,natural,natural
1695,기존,여성,50대,1억원초과,2020-03-02,12,178102139,natural,natural,natural,natural
1696,기존,여성,50대,1천만원이하,2020-03-02,2,2860153,natural,natural,natural,natural
1697,기존,남성,50대,1천만원이하,2020-03-02,8,7706920,natural,natural,natural,natural
1698,신규,여성,20대이하,1천만원이하,2020-04-17,0,5139953,natural,natural,natural,natural
1699,기존,남성,40대,1억원이하,2020-03-02,20,95547682,natural,natural,natural,natural
1700,기존,남성,40대,1천만원이하,2020-03-02,5,7669628,natural,natural,natural,natural
1701,신규,여성,40대,1천만원이하,2020-03-04,0,6193881,natural,natural,natural,natural
1702,신규,여성,20대이하,1천만원이하,2020-03-20,0,5193674,natural,natural,natural,natural
1703,기존,남성,30대,1천만원이하,2020-03-02,2,3884976,natural,natural,natural,natural
1704,기존,남성,30대,1억원이하,2020-03-02,9,54087017,natural,natural,natural,natural
1705,기존,여성,40대,3천만원이하,2020-03-02,8,11254737,natural,natural,natural,natural
1706,신규,여성,20대이하,1천만원이하,2020-08-28,0,7459518,natural,natural,natural,natural
1707,기존,여성,40대,3천만원이하,2020-03-02,3,25088803,natural,natural,natural,natural
1708,신규,여성,40대,3천만원이하,2020-03-30,0,24072335,natural,natural,natural,natural
1709,기존,남성,30대,1천만원이하,2020-03-02,3,2373048,natural,natural,natural,natural
1710,기존,여성,40대,1천만원이하,2020-03-02,2,3352963,natural,natural,natural,natural
1711,기존,남성,40대,1억원초과,2020-03-02,16,255225682,natural,natural,natural,natural
1712,기존,남성,60대이상,3천만원이하,2020-03-02,7,12147992,natural,natural,natural,natural
1713,신규,남성,40대,3천만원이하,2020-09-14,0,13834489,natural,natural,natural,natural
1714,기존,남성,40대,3천만원이하,2020-03-02,6,12236154,natural,natural,natural,natural
1715,신규,남성,40대,3천만원이하,2020-05-25,0,23582401,natural,natural,natural,natural
1716,기존,여성,40대,1억원초과,2020-03-02,16,207103406,natural,natural,natural,natural
